Date,Mean,Maximum,Minimum,Test status
12/9/2019,3.7,3.82,3.61,Geprueft
12/10/2019,3.83,4.04,3.61,Geprueft
12/11/2019,3.92,4.04,3.82,Geprueft
12/12/2019,4.04,4.04,4.04,Geprueft
12/13/2019,4.04,4.04,4.04,Geprueft
12/14/2019,4.04,4.04,4.04,Geprueft
12/15/2019,4.04,4.04,4.04,Geprueft
12/16/2019,4.03,4.04,3.82,Geprueft
12/17/2019,4.09,4.26,4.04,Geprueft
12/18/2019,4.19,4.26,4.04,Geprueft
12/19/2019,4.05,4.26,4.04,Geprueft
12/20/2019,4.04,4.04,4.04,Geprueft
12/21/2019,4.15,4.26,4.04,Geprueft
12/22/2019,4.24,4.26,4.04,Geprueft
12/23/2019,4.19,4.26,4.04,Geprueft
12/24/2019,4.15,4.26,4.04,Geprueft
12/25/2019,4.32,4.72,4.04,Geprueft
12/26/2019,4.42,4.49,4.26,Geprueft
12/27/2019,4.34,4.49,4.26,Geprueft
12/28/2019,4.47,4.49,4.26,Geprueft
12/29/2019,4.26,4.49,4.26,Geprueft
12/30/2019,4.14,4.26,4.04,Geprueft
12/31/2019,4.04,4.09,4.04,Geprueft
1/1/2020,4.03,4.09,3.83,Geprueft
1/2/2020,3.97,4.04,3.83,Geprueft
1/3/2020,3.9,4.04,3.83,Geprueft
1/4/2020,3.86,4.04,3.83,Geprueft
1/5/2020,3.85,4.04,3.83,Geprueft
1/6/2020,3.86,4.04,3.83,Geprueft
1/7/2020,3.83,4.04,3.83,Geprueft
1/8/2020,3.83,3.83,3.83,Geprueft
1/9/2020,3.83,3.83,3.83,Geprueft
1/10/2020,3.83,3.83,3.83,Geprueft
1/11/2020,3.83,3.83,3.83,Geprueft
1/12/2020,3.83,3.83,3.83,Geprueft
1/13/2020,3.82,3.83,3.82,Geprueft
1/14/2020,3.8,3.82,3.79,Geprueft
1/15/2020,3.78,3.79,3.77,Geprueft
1/16/2020,3.72,3.77,3.54,Geprueft
1/17/2020,3.68,3.75,3.52,Geprueft
1/18/2020,3.7,3.73,3.5,Geprueft
1/19/2020,3.69,3.71,3.5,Geprueft
1/20/2020,3.67,3.69,3.66,Geprueft
1/21/2020,3.65,3.66,3.43,Geprueft
1/22/2020,3.61,3.64,3.41,Geprueft
1/23/2020,3.53,3.62,3.39,Geprueft
1/24/2020,3.48,3.6,3.37,Geprueft
1/25/2020,3.39,3.58,3.35,Geprueft
1/26/2020,3.34,3.35,3.33,Geprueft
1/27/2020,3.32,3.51,3.31,Geprueft
1/28/2020,3.34,3.5,3.29,Geprueft
1/29/2020,3.36,3.49,3.26,Geprueft
1/30/2020,3.3,3.47,3.24,Geprueft
1/31/2020,3.34,3.44,3.23,Geprueft
2/1/2020,3.41,3.42,3.4,Geprueft
2/2/2020,3.41,3.59,3.38,Geprueft
2/3/2020,7.42,13.5,3.59,Geprueft
2/4/2020,8.54,12.3,5.87,Geprueft
2/5/2020,4.86,5.87,4.27,Geprueft
2/6/2020,3.82,4.28,3.45,Geprueft
2/7/2020,3.36,3.48,3.09,Geprueft
2/8/2020,3.12,3.31,2.93,Geprueft
2/9/2020,2.97,3.15,2.94,Geprueft
2/10/2020,3.24,3.62,2.98,Geprueft
2/11/2020,3.95,4.09,3.62,Geprueft
2/12/2020,4.1,4.35,3.68,Geprueft
2/13/2020,4.19,4.36,4.14,Geprueft
2/14/2020,4.09,4.2,3.97,Geprueft
2/15/2020,4.01,4.04,3.81,Geprueft
2/16/2020,3.96,4.08,3.84,Geprueft
2/17/2020,4.11,4.34,4.08,Geprueft
2/18/2020,4.35,4.36,4.34,Geprueft
2/19/2020,4.28,4.35,4.13,Geprueft
2/20/2020,4,4.13,3.9,Geprueft
2/21/2020,3.88,3.9,3.69,Geprueft
2/22/2020,3.79,3.9,3.68,Geprueft
2/23/2020,3.87,4.32,3.68,Geprueft
2/24/2020,4.65,4.78,4.32,Geprueft
2/25/2020,4.61,4.77,4.54,Geprueft
2/26/2020,4.4,4.54,4.31,Geprueft
2/27/2020,4.19,4.31,4.08,Geprueft
2/28/2020,4.05,4.3,3.86,Geprueft
2/29/2020,3.93,4.07,3.85,Geprueft
3/1/2020,3.85,4.07,3.84,Geprueft
3/2/2020,3.93,4.06,3.84,Geprueft
3/3/2020,4.05,4.05,4.05,Geprueft
3/4/2020,3.94,4.05,3.83,Geprueft
3/5/2020,3.8,3.83,3.61,Geprueft
3/6/2020,3.77,3.82,3.61,Geprueft
3/7/2020,3.81,3.82,3.81,Geprueft
3/8/2020,3.78,3.81,3.59,Geprueft
3/9/2020,3.77,3.8,3.59,Geprueft
3/10/2020,3.9,4.68,3.59,Geprueft
3/11/2020,4.68,4.68,4.67,Geprueft
3/12/2020,4.63,4.9,4.44,Geprueft
3/13/2020,4.36,4.44,4.21,Geprueft
3/14/2020,4.11,4.21,3.98,Geprueft
3/15/2020,3.95,3.98,3.76,Geprueft
3/16/2020,3.88,3.98,3.76,Geprueft
3/17/2020,3.86,3.97,3.75,Geprueft
3/18/2020,3.89,3.97,3.75,Geprueft
3/19/2020,3.91,3.96,3.74,Geprueft
3/20/2020,3.93,3.95,3.73,Geprueft
3/21/2020,3.95,4.16,3.94,Geprueft
3/22/2020,3.98,4.16,3.94,Geprueft
3/23/2020,3.95,4.15,3.93,Geprueft
3/24/2020,3.93,3.93,3.92,Geprueft
3/25/2020,3.91,3.92,3.71,Geprueft
3/26/2020,3.91,3.92,3.7,Geprueft
3/27/2020,3.81,3.91,3.69,Geprueft
3/28/2020,3.7,3.91,3.69,Geprueft
3/29/2020,3.73,3.9,3.68,Geprueft
3/30/2020,3.89,3.89,3.68,Geprueft
3/31/2020,3.78,3.89,3.67,Geprueft
4/1/2020,3.77,3.88,3.66,Geprueft
4/2/2020,3.77,3.88,3.66,Geprueft
4/3/2020,3.75,3.87,3.65,Geprueft
4/4/2020,3.68,3.86,3.65,Geprueft
4/5/2020,3.71,3.86,3.64,Geprueft
4/6/2020,3.71,3.85,3.63,Geprueft
4/7/2020,3.7,3.85,3.63,Geprueft
4/8/2020,3.71,3.84,3.62,Geprueft
4/9/2020,3.69,3.83,3.62,Geprueft
4/10/2020,3.71,3.83,3.61,Geprueft
4/11/2020,3.71,3.82,3.61,Geprueft
4/12/2020,3.63,3.82,3.6,Geprueft
4/13/2020,3.64,4.02,3.59,Geprueft
4/14/2020,3.9,4.02,3.8,Geprueft
4/15/2020,3.76,3.8,3.58,Geprueft
4/16/2020,3.67,3.79,3.58,Geprueft
4/17/2020,3.58,3.79,3.57,Geprueft
4/18/2020,3.57,3.57,3.56,Geprueft
4/19/2020,3.56,3.56,3.56,Geprueft
4/20/2020,3.56,3.56,3.55,Geprueft
4/21/2020,3.57,3.76,3.55,Geprueft
4/22/2020,3.55,3.76,3.54,Geprueft
4/23/2020,3.55,3.75,3.54,Geprueft
4/24/2020,3.54,3.74,3.53,Geprueft
4/25/2020,3.55,3.74,3.52,Geprueft
4/26/2020,3.54,3.73,3.52,Geprueft
4/27/2020,3.53,3.73,3.51,Geprueft
4/28/2020,3.55,3.72,3.51,Geprueft
4/29/2020,4.05,4.15,3.72,Geprueft
4/30/2020,4.05,4.36,3.71,Geprueft
5/1/2020,4.91,5.28,4.36,Geprueft
5/2/2020,5.34,5.51,5.28,Geprueft
5/3/2020,5.61,5.75,5.27,Geprueft
5/4/2020,5.24,5.5,5.03,Geprueft
5/5/2020,5.31,5.73,5.02,Geprueft
5/6/2020,5.39,5.73,5.01,Geprueft
5/7/2020,4.77,5.01,4.54,Geprueft
5/8/2020,4.5,4.54,4.31,Geprueft
5/9/2020,4.56,4.77,4.53,Geprueft
5/10/2020,4.64,4.76,4.53,Geprueft
5/11/2020,4.66,4.98,4.52,Geprueft
5/12/2020,4.75,4.75,4.75,Geprueft
5/13/2020,4.75,4.98,4.75,Geprueft
5/14/2020,4.71,4.75,4.52,Geprueft
5/15/2020,4.73,4.98,4.52,Geprueft
5/16/2020,4.77,4.98,4.75,Geprueft
5/17/2020,4.61,4.75,4.29,Geprueft
5/18/2020,4.44,4.52,4.29,Geprueft
5/19/2020,4.42,4.52,4.29,Geprueft
5/20/2020,4.52,4.52,4.52,Geprueft
5/21/2020,4.41,4.52,4.29,Geprueft
5/22/2020,4.19,4.29,4.07,Geprueft
5/23/2020,4.35,4.51,4.07,Geprueft
5/24/2020,4.51,4.51,4.51,Geprueft
5/25/2020,4.45,4.51,4.29,Geprueft
5/26/2020,4.4,4.51,4.29,Geprueft
5/27/2020,4.29,4.51,4.07,Geprueft
5/28/2020,4.29,4.51,4.07,Geprueft
5/29/2020,4.29,4.29,4.29,Geprueft
5/30/2020,4.29,4.29,4.29,Geprueft
5/31/2020,4.2,4.29,4.07,Geprueft
6/1/2020,4.16,4.29,3.85,Geprueft
6/2/2020,4.18,4.29,4.07,Geprueft
6/3/2020,4.4,4.51,4.29,Geprueft
6/4/2020,4.42,4.74,4.29,Geprueft
6/5/2020,4.66,4.74,4.51,Geprueft
6/6/2020,4.53,4.97,4.29,Geprueft
6/7/2020,4.83,4.97,4.74,Geprueft
6/8/2020,4.97,5.21,4.97,Geprueft
6/9/2020,4.98,5.21,4.97,Geprueft
6/10/2020,6.12,14.1,4.97,Geprueft
6/11/2020,13.1,18,7.03,Geprueft
6/12/2020,5.75,7.04,4.9,Geprueft
6/13/2020,4.77,4.99,4.5,Geprueft
6/14/2020,5.03,5.07,4.76,Geprueft
6/15/2020,6.23,11.5,5.07,Geprueft
6/16/2020,17.1,24.3,11.5,Geprueft
6/17/2020,14.7,19.1,6.61,Geprueft
6/18/2020,5.12,6.61,4.22,Geprueft
6/19/2020,4.86,5.61,4.44,Geprueft
6/20/2020,4.61,4.9,4.43,Geprueft
6/21/2020,4.51,4.66,4.43,Geprueft
6/22/2020,4.43,4.66,4.43,Geprueft
6/23/2020,4.37,4.43,4.2,Geprueft
6/24/2020,4.36,4.43,4.2,Geprueft
6/25/2020,4.44,4.66,4.43,Geprueft
6/26/2020,4.66,4.89,4.43,Geprueft
6/27/2020,4.96,7.91,4.43,Geprueft
6/28/2020,7.23,9.75,6.33,Geprueft
6/29/2020,15.5,22.2,6.83,Geprueft
6/30/2020,9.28,15.3,6.03,Geprueft
7/1/2020,5.55,6.03,5.31,Geprueft
7/2/2020,5.48,6.02,5.31,Geprueft
7/3/2020,6.46,7.03,6.02,Geprueft
7/4/2020,5.95,6.5,5.51,Geprueft
7/5/2020,5.37,5.74,5.03,Geprueft
7/6/2020,5.2,5.26,5.03,Geprueft
7/7/2020,5.07,5.26,4.79,Geprueft
7/8/2020,4.89,5.02,4.78,Geprueft
7/9/2020,4.76,5.02,4.56,Geprueft
7/10/2020,5,6.21,4.56,Geprueft
7/11/2020,6.06,6.21,5.48,Geprueft
7/12/2020,5.71,6.2,5.22,Geprueft
7/13/2020,5.22,5.46,4.98,Geprueft
7/14/2020,5.05,5.22,4.98,Geprueft
7/15/2020,4.84,5.21,4.75,Geprueft
7/16/2020,4.98,6.17,4.75,Geprueft
7/17/2020,8.34,9.91,6.17,Geprueft
7/18/2020,6.62,7.69,6.08,Geprueft
7/19/2020,5.6,6.08,5.1,Geprueft
7/20/2020,4.98,5.34,4.64,Geprueft
7/21/2020,4.83,5.1,4.64,Geprueft
7/22/2020,4.86,4.87,4.64,Geprueft
7/23/2020,5.25,5.57,4.87,Geprueft
7/24/2020,5.17,5.33,5.09,Geprueft
7/25/2020,4.99,5.09,4.85,Geprueft
7/26/2020,4.87,5.08,4.85,Geprueft
7/27/2020,4.72,4.85,4.39,Geprueft
7/28/2020,4.58,4.62,4.39,Geprueft
7/29/2020,4.6,4.62,4.39,Geprueft
7/30/2020,4.52,4.61,4.39,Geprueft
7/31/2020,4.49,4.61,4.38,Geprueft
8/1/2020,4.35,4.61,4.16,Geprueft
8/2/2020,4.64,5.3,4.38,Geprueft
8/3/2020,6.38,12.7,5.3,Geprueft
8/4/2020,84.1,157,12.7,Geprueft
8/5/2020,40.3,74.6,26.1,Geprueft
8/6/2020,22.1,26.1,18.9,Geprueft
8/7/2020,13.8,18.9,6.52,Geprueft
8/8/2020,5.3,6.52,4.61,Geprueft
8/9/2020,4.41,4.61,4.16,Geprueft
8/10/2020,4.15,4.16,3.94,Geprueft
8/11/2020,4.02,4.16,3.94,Geprueft
8/12/2020,3.94,3.95,3.94,Geprueft
8/13/2020,4.09,4.4,3.95,Geprueft
8/14/2020,4.21,4.4,4.18,Geprueft
8/15/2020,4.18,4.18,4.18,Geprueft
8/16/2020,4.18,4.19,4.18,Geprueft
8/17/2020,4.3,4.42,4.19,Geprueft
8/18/2020,4.39,4.43,4.19,Geprueft
8/19/2020,4.56,4.66,4.21,Geprueft
8/20/2020,4.33,4.43,4.21,Geprueft
8/21/2020,4.18,4.21,3.99,Geprueft
8/22/2020,4.29,4.67,3.99,Geprueft
8/23/2020,4.37,4.45,4.22,Geprueft
8/24/2020,4.22,4.22,4.22,Geprueft
8/25/2020,4.21,4.22,4,Geprueft
8/26/2020,4.1,4.22,4,Geprueft
8/27/2020,4.01,4.22,4,Geprueft
8/28/2020,4.09,4.31,4,Geprueft
8/29/2020,5.26,5.97,4.31,Geprueft
8/30/2020,5.66,6.22,5.26,Geprueft
8/31/2020,5.54,5.98,5.27,Geprueft
9/1/2020,5.91,6.5,5.29,Geprueft
9/2/2020,5.72,6.25,5.52,Geprueft
9/3/2020,5.21,5.52,5.05,Geprueft
9/4/2020,4.9,5.05,4.82,Geprueft
9/5/2020,4.7,4.83,4.6,Geprueft
9/6/2020,5.04,6.95,4.61,Geprueft
9/7/2020,7.15,8.05,6.19,Geprueft
9/8/2020,5.71,6.19,5.46,Geprueft
9/9/2020,5.25,5.46,4.99,Geprueft
9/10/2020,5,5.23,4.99,Geprueft
9/11/2020,4.91,4.99,4.76,Geprueft
9/12/2020,4.77,4.99,4.76,Geprueft
9/13/2020,4.76,4.76,4.53,Geprueft
9/14/2020,4.68,4.76,4.53,Geprueft
9/15/2020,4.6,4.76,4.53,Geprueft
9/16/2020,4.59,4.87,4.53,Geprueft
9/17/2020,4.71,4.87,4.64,Geprueft
9/18/2020,4.77,4.77,4.77,Geprueft
9/19/2020,4.78,4.78,4.77,Geprueft
9/20/2020,4.78,4.78,4.55,Geprueft
9/21/2020,4.88,5.03,4.78,Geprueft
9/22/2020,5.11,5.51,5.03,Geprueft
9/23/2020,5.05,5.27,5.03,Geprueft
9/24/2020,4.98,5.13,4.84,Geprueft
9/25/2020,6.4,8.12,5.13,Geprueft
9/26/2020,8.74,9.65,7.84,Geprueft
9/27/2020,6.79,7.84,6.27,Geprueft
9/28/2020,6.05,6.27,5.78,Geprueft
9/29/2020,5.78,5.78,5.78,Geprueft
9/30/2020,5.63,5.78,5.54,Geprueft
10/1/2020,5.54,5.78,5.3,Geprueft
10/2/2020,5.24,5.54,5.06,Geprueft
10/3/2020,5.16,5.3,5.06,Geprueft
10/4/2020,5.01,5.3,4.83,Geprueft
10/5/2020,4.81,4.83,4.6,Geprueft
10/6/2020,4.6,4.83,4.37,Geprueft
10/7/2020,4.38,4.6,4.37,Geprueft
10/8/2020,4.29,4.37,4.15,Geprueft
10/9/2020,4.15,4.15,4.15,Geprueft
10/10/2020,4.13,4.15,3.93,Geprueft
10/11/2020,4.16,4.18,4.15,Geprueft
10/12/2020,4.55,4.63,4.18,Geprueft
10/13/2020,4.52,4.63,4.4,Geprueft
10/14/2020,4.45,4.63,4.18,Geprueft
10/15/2020,4.41,4.42,4.4,Geprueft
10/16/2020,4.76,5.68,4.42,Geprueft
10/17/2020,5.94,6.17,5.68,Geprueft
10/18/2020,5.3,5.68,4.96,Geprueft
10/19/2020,4.82,4.96,4.73,Geprueft
10/20/2020,4.55,4.73,4.5,Geprueft
10/21/2020,4.5,4.5,4.5,Geprueft
10/22/2020,4.38,4.5,4.27,Geprueft
10/23/2020,4.27,4.49,4.27,Geprueft
10/24/2020,4.49,4.49,4.27,Geprueft
10/25/2020,4.43,4.49,4.26,Geprueft
10/26/2020,4.37,4.94,4.26,Geprueft
10/27/2020,5.51,6.14,4.94,Geprueft
10/28/2020,5.5,5.9,5.17,Geprueft
10/29/2020,5.08,5.17,4.94,Geprueft
10/30/2020,5.53,5.65,5.17,Geprueft
10/31/2020,5.15,5.41,4.93,Geprueft
11/1/2020,4.83,4.93,4.7,Geprueft
11/2/2020,4.62,4.7,4.47,Geprueft
11/3/2020,4.66,4.92,4.46,Geprueft
11/4/2020,4.9,4.92,4.69,Geprueft
11/5/2020,4.68,4.69,4.46,Geprueft
11/6/2020,4.47,4.69,4.46,Geprueft
11/7/2020,4.36,4.46,4.23,Geprueft
11/8/2020,4.23,4.23,4.23,Geprueft
11/9/2020,4.19,4.23,4,Geprueft
11/10/2020,4.03,4.22,4,Geprueft
11/11/2020,4.13,4.22,4,Geprueft
11/12/2020,4.21,4.22,4,Geprueft
11/13/2020,4.09,4.22,3.99,Geprueft
11/14/2020,3.99,4.21,3.99,Geprueft
11/15/2020,3.99,3.99,3.99,Geprueft
11/16/2020,3.99,3.99,3.99,Geprueft
11/17/2020,3.98,3.99,3.98,Geprueft
11/18/2020,4.07,4.2,3.98,Geprueft
11/19/2020,4.2,4.2,4.2,Geprueft
11/20/2020,4.2,4.42,4.2,Geprueft
11/21/2020,4.19,4.2,4.19,Geprueft
11/22/2020,4.19,4.19,4.19,Geprueft
11/23/2020,4.14,4.19,3.97,Geprueft
11/24/2020,3.97,4.19,3.75,Geprueft
11/25/2020,3.83,3.97,3.75,Geprueft
11/26/2020,3.77,3.96,3.75,Geprueft
11/27/2020,3.76,3.96,3.74,Geprueft
11/28/2020,3.75,3.96,3.74,Geprueft
11/29/2020,3.74,3.95,3.74,Geprueft
11/30/2020,3.74,3.74,3.74,Geprueft
12/1/2020,3.74,3.95,3.73,Geprueft
12/2/2020,3.73,3.73,3.73,Geprueft
12/3/2020,3.73,3.73,3.73,Geprueft
12/4/2020,3.73,3.73,3.73,Geprueft
12/5/2020,3.78,3.94,3.72,Geprueft
12/6/2020,5.32,5.79,3.94,Geprueft
12/7/2020,4.56,5.07,4.15,Geprueft
12/8/2020,4.14,4.15,3.93,Geprueft
12/9/2020,3.94,4.15,3.93,Geprueft
12/10/2020,3.93,3.93,3.93,Geprueft
12/11/2020,3.92,3.93,3.92,Geprueft
12/12/2020,3.92,3.92,3.92,Geprueft
12/13/2020,3.92,3.92,3.92,Geprueft
12/14/2020,3.92,3.92,3.92,Geprueft
12/15/2020,3.91,3.92,3.7,Geprueft
12/16/2020,3.91,3.91,3.91,Geprueft
12/17/2020,3.88,3.91,3.69,Geprueft
12/18/2020,3.75,3.91,3.69,Geprueft
12/19/2020,3.69,3.69,3.69,Geprueft
12/20/2020,3.69,3.69,3.69,Geprueft
12/21/2020,3.69,3.69,3.68,Geprueft
12/22/2020,3.68,3.68,3.68,Geprueft
12/23/2020,3.68,3.68,3.68,Geprueft
12/24/2020,3.81,3.89,3.68,Geprueft
12/25/2020,3.89,3.89,3.89,Geprueft
12/26/2020,3.81,3.89,3.67,Geprueft
12/27/2020,3.72,3.89,3.67,Geprueft
12/28/2020,3.67,3.67,3.67,Geprueft
12/29/2020,3.67,3.67,3.66,Geprueft
12/30/2020,3.66,3.66,3.66,Geprueft
12/31/2020,3.66,3.66,3.66,Geprueft
1/1/2021,3.65,3.66,3.45,Geprueft
1/2/2021,3.51,3.66,3.45,Geprueft
1/3/2021,3.45,3.65,3.44,Geprueft
1/4/2021,3.44,3.44,3.44,Geprueft
1/5/2021,3.44,3.44,3.44,Geprueft
1/6/2021,3.44,3.44,3.44,Geprueft
1/7/2021,3.44,3.44,3.43,Geprueft
1/8/2021,3.43,3.43,3.43,Geprueft
1/9/2021,3.43,3.43,3.43,Geprueft
1/10/2021,3.43,3.43,3.43,Geprueft
1/11/2021,3.42,3.43,3.22,Geprueft
1/12/2021,3.31,3.43,3.22,Geprueft
1/13/2021,3.3,3.43,3.23,Geprueft
1/14/2021,3.54,3.85,3.43,Geprueft
1/15/2021,3.43,3.43,3.43,Geprueft
1/16/2021,3.43,3.43,3.43,Geprueft
1/17/2021,3.52,3.64,3.43,Geprueft
1/18/2021,3.45,3.64,3.43,Geprueft
1/19/2021,3.42,3.44,3.23,Geprueft
1/20/2021,3.37,3.44,3.23,Geprueft
1/21/2021,3.36,3.44,3.24,Geprueft
1/22/2021,3.42,3.44,3.24,Geprueft
1/23/2021,3.46,3.65,3.44,Geprueft
1/24/2021,3.44,3.44,3.44,Geprueft
1/25/2021,3.44,3.44,3.44,Geprueft
1/26/2021,3.44,3.44,3.44,Geprueft
1/27/2021,3.44,3.45,3.44,Geprueft
1/28/2021,3.53,3.65,3.24,Geprueft
1/29/2021,4.09,4.76,3.65,Geprueft
1/30/2021,4.66,5.09,4.53,Geprueft
1/31/2021,4.67,4.9,4.53,Geprueft
2/1/2021,4.52,4.77,4.31,Geprueft
2/2/2021,4.31,4.31,4.09,Geprueft
2/3/2021,4.74,5.24,4.31,Geprueft
2/4/2021,5.34,5.72,5,Geprueft
2/5/2021,4.63,5,4.32,Geprueft
2/6/2021,4.22,4.32,4.1,Geprueft
2/7/2021,4.39,4.77,4.32,Geprueft
2/8/2021,4.76,5.01,4.32,Geprueft
2/9/2021,4.13,4.32,3.88,Geprueft
2/10/2021,3.98,4.1,3.88,Geprueft
2/11/2021,3.95,4.1,3.88,Geprueft
2/12/2021,3.89,3.89,3.88,Geprueft
2/13/2021,3.89,3.89,3.89,Geprueft
2/14/2021,3.83,3.89,3.67,Geprueft
2/15/2021,3.68,3.89,3.67,Geprueft
2/16/2021,3.7,3.89,3.68,Geprueft
2/17/2021,3.89,3.89,3.89,Geprueft
2/18/2021,3.89,3.89,3.89,Geprueft
2/19/2021,3.89,3.89,3.68,Geprueft
2/20/2021,3.89,3.9,3.89,Geprueft
2/21/2021,3.9,3.9,3.9,Geprueft
2/22/2021,3.9,3.9,3.9,Geprueft
2/23/2021,3.9,3.9,3.9,Geprueft
2/24/2021,3.77,3.9,3.69,Geprueft
2/25/2021,3.69,3.69,3.69,Geprueft
2/26/2021,3.69,3.69,3.69,Geprueft
2/27/2021,3.69,3.69,3.69,Geprueft
2/28/2021,3.69,3.69,3.69,Geprueft
3/1/2021,3.69,3.69,3.69,Geprueft
3/2/2021,3.61,3.69,3.49,Geprueft
3/3/2021,3.52,3.69,3.49,Geprueft
3/4/2021,3.49,3.49,3.49,Geprueft
3/5/2021,3.66,3.91,3.49,Geprueft
3/6/2021,3.7,3.7,3.7,Geprueft
3/7/2021,3.67,3.7,3.49,Geprueft
3/8/2021,3.58,3.7,3.49,Geprueft
3/9/2021,3.6,3.7,3.49,Geprueft
3/10/2021,3.7,3.7,3.7,Geprueft
3/11/2021,3.67,3.7,3.49,Geprueft
3/12/2021,3.9,3.91,3.7,Geprueft
3/13/2021,3.87,3.91,3.7,Geprueft
3/14/2021,3.55,3.7,3.49,Geprueft
3/15/2021,3.49,3.49,3.49,Geprueft
3/16/2021,3.49,3.49,3.49,Geprueft
3/17/2021,3.45,3.49,3.28,Geprueft
3/18/2021,3.35,3.49,3.28,Geprueft
3/19/2021,3.33,3.49,3.28,Geprueft
3/20/2021,3.35,3.49,3.28,Geprueft
3/21/2021,3.29,3.48,3.28,Geprueft
3/22/2021,3.32,3.48,3.28,Geprueft
3/23/2021,3.28,3.28,3.28,Geprueft
3/24/2021,3.51,3.9,3.28,Geprueft
3/25/2021,3.98,4.34,3.9,Geprueft
3/26/2021,4.23,4.34,4.12,Geprueft
3/27/2021,4.37,4.57,4.34,Geprueft
3/28/2021,4.28,4.34,4.12,Geprueft
3/29/2021,4.36,4.57,4.34,Geprueft
3/30/2021,4.63,5.03,4.34,Geprueft
3/31/2021,5.22,5.74,5.03,Geprueft
4/1/2021,5.65,5.98,5.5,Geprueft
4/2/2021,5.88,5.98,5.74,Geprueft
4/3/2021,5.5,5.74,5.26,Geprueft
4/4/2021,4.93,5.26,4.79,Geprueft
4/5/2021,4.79,4.79,4.56,Geprueft
4/6/2021,4.78,4.79,4.56,Geprueft
4/7/2021,4.59,4.79,4.56,Geprueft
4/8/2021,4.56,4.56,4.56,Geprueft
4/9/2021,4.56,4.56,4.56,Geprueft
4/10/2021,4.56,4.56,4.56,Geprueft
4/11/2021,4.56,4.56,4.56,Geprueft
4/12/2021,4.58,4.78,4.55,Geprueft
4/13/2021,4.58,4.78,4.55,Geprueft
4/14/2021,4.55,4.55,4.55,Geprueft
4/15/2021,4.43,4.55,4.33,Geprueft
4/16/2021,4.33,4.33,4.33,Geprueft
4/17/2021,4.33,4.33,4.32,Geprueft
4/18/2021,4.32,4.32,4.32,Geprueft
4/19/2021,4.32,4.32,4.32,Geprueft
4/20/2021,4.32,4.32,4.32,Geprueft
4/21/2021,4.32,4.32,4.32,Geprueft
4/22/2021,4.32,4.54,4.32,Geprueft
4/23/2021,4.33,4.54,4.32,Geprueft
4/24/2021,4.31,4.32,4.31,Geprueft
4/25/2021,4.25,4.31,4.09,Geprueft
4/26/2021,4.21,4.31,4.09,Geprueft
4/27/2021,4.14,4.31,4.08,Geprueft
4/28/2021,4.08,4.3,4.08,Geprueft
4/29/2021,4.1,4.3,4.08,Geprueft
4/30/2021,4.27,4.3,4.07,Geprueft
5/1/2021,4.29,4.3,4.07,Geprueft
5/2/2021,4.91,5.21,4.29,Geprueft
5/3/2021,5.01,5.21,4.74,Geprueft
5/4/2021,4.81,4.97,4.74,Geprueft
5/5/2021,4.88,4.97,4.74,Geprueft
5/6/2021,4.95,4.97,4.73,Geprueft
5/7/2021,4.95,4.97,4.73,Geprueft
5/8/2021,4.84,4.96,4.73,Geprueft
5/9/2021,4.75,4.96,4.73,Geprueft
5/10/2021,4.83,4.96,4.72,Geprueft
5/11/2021,4.93,4.95,4.72,Geprueft
5/12/2021,5.44,5.66,4.95,Geprueft
5/13/2021,5.55,5.66,5.42,Geprueft
5/14/2021,5.33,5.42,5.18,Geprueft
5/15/2021,5.17,5.18,4.94,Geprueft
5/16/2021,5.23,5.41,5.17,Geprueft
5/17/2021,5.4,5.41,5.17,Geprueft
5/18/2021,5.24,5.41,5.17,Geprueft
5/19/2021,5.75,6.37,5.17,Geprueft
5/20/2021,6.27,6.37,6.12,Geprueft
5/21/2021,5.86,6.12,5.63,Geprueft
5/22/2021,5.63,5.87,5.39,Geprueft
5/23/2021,6.22,6.6,5.62,Geprueft
5/24/2021,6.11,6.35,5.85,Geprueft
5/25/2021,6.4,6.59,6.1,Geprueft
5/26/2021,6.08,6.34,5.84,Geprueft
5/27/2021,5.84,5.84,5.84,Geprueft
5/28/2021,5.66,5.84,5.59,Geprueft
5/29/2021,5.59,5.59,5.58,Geprueft
5/30/2021,5.43,5.58,5.34,Geprueft
5/31/2021,5.33,5.34,5.1,Geprueft
6/1/2021,5.24,5.33,5.09,Geprueft
6/2/2021,5.19,5.33,5.09,Geprueft
6/3/2021,5.12,5.32,5.08,Geprueft
6/4/2021,5.11,5.32,5.07,Geprueft
6/5/2021,5.47,6.27,5.07,Geprueft
6/6/2021,6.73,7.85,5.78,Geprueft
6/7/2021,5.92,6.26,5.53,Geprueft
6/8/2021,6.05,7.56,5.53,Geprueft
6/9/2021,6.64,7.55,6,Geprueft
6/10/2021,7.72,9.01,6.5,Geprueft
6/11/2021,7.21,8.7,6.24,Geprueft
6/12/2021,5.94,6.48,5.5,Geprueft
6/13/2021,5.52,5.74,5.26,Geprueft
6/14/2021,5.34,5.74,5.02,Geprueft
6/15/2021,5.01,5.25,4.78,Geprueft
6/16/2021,4.8,5.01,4.55,Geprueft
6/17/2021,4.68,4.78,4.54,Geprueft
6/18/2021,4.67,4.77,4.54,Geprueft
6/19/2021,4.67,4.76,4.53,Geprueft
6/20/2021,4.63,4.76,4.52,Geprueft
