date,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,weather_code,et0_fao_evapotranspiration,relative_humidity_2m_mean,apparent_temperature_mean,cloud_cover_mean,et0_fao_evapotranspiration_sum,surface_pressure_mean,weather_description
5/20/2017,4.7833333,1.3,1.3,7.754637,53,2.4321172,79.66204,2.062475,68.041664,2.4321172,832.2343,"Drizzle, not freezing, continuous, moderate at time of ob."
5/21/2017,8.666667,0.4,0.4,8.435069,51,3.6821387,69.92123,6.7915874,35.875,3.6821387,829.521,"Drizzle, not freezing, continuous, slight at time of ob."
5/22/2017,9.202083,0.90000004,0.90000004,9.220499,51,3.334518,68.46759,7.0767446,72.791664,3.334518,830.7012,"Drizzle, not freezing, continuous, slight at time of ob."
5/23/2017,7.8312497,12.999999,12.999999,11.090103,63,1.991466,85.15978,6.012272,95.666664,1.991466,831.8615,"Rain, not freezing, continuous, moderate at time of ob."
5/24/2017,6.972917,6.7999997,6.7999997,7.42159,61,2.174465,80.61431,4.764869,79.583336,2.174465,831.1302,"Rain, not freezing, continuous, slight at time of ob."
5/25/2017,9.01875,0,0,7.491114,1,4.3420954,69.47524,7.1561522,11.625,4.3420954,831.0776,Cloud generally dissolving or becoming less developed
5/26/2017,11.914584,0,0,6.3690495,1,4.6431155,65.77482,10.725441,5.5416665,4.6431155,833.00665,Cloud generally dissolving or becoming less developed
5/27/2017,13.691667,0,0,6.28713,3,4.835399,60.99333,12.5314865,13,4.835399,834.57983,Clouds generally forming or developing
5/28/2017,14.525002,0.1,0.1,8.699793,51,4.5756407,54.387127,13.128377,39.875,4.5756407,832.06036,"Drizzle, not freezing, continuous, slight at time of ob."
5/29/2017,13.85625,13.9,13.9,8.4042845,63,3.9010363,71.55045,13.425105,54.875,3.9010363,831.2908,"Rain, not freezing, continuous, moderate at time of ob."
5/30/2017,12.358334,19.6,19.6,5.8048253,63,3.4060113,84.93667,12.135345,82.041664,3.4060113,833.37164,"Rain, not freezing, continuous, moderate at time of ob."
5/31/2017,11.125001,13.100001,13.100001,5.154415,63,2.6690507,91.92331,10.721097,96.791664,2.6690507,833.13055,"Rain, not freezing, continuous, moderate at time of ob."
6/1/2017,11.445834,8.5,8.5,5.3999996,63,3.0672984,82.79012,10.756753,87.208336,3.0672984,831.68536,"Rain, not freezing, continuous, moderate at time of ob."
6/2/2017,12.745834,0.3,0.3,4.829907,51,3.9960806,69.213844,11.741771,32.916668,3.9960806,829.3472,"Drizzle, not freezing, continuous, slight at time of ob."
6/3/2017,9.856252,13.499999,13.499999,8.049845,63,1.4198232,86.413536,8.58809,89.791664,1.4198232,827.03265,"Rain, not freezing, continuous, moderate at time of ob."
6/4/2017,8.856251,7.7,7.7,6.0347,61,2.496599,89.33782,7.697525,98.375,2.496599,825.56854,"Rain, not freezing, continuous, slight at time of ob."
6/5/2017,7.847917,21.6,21.6,9.9571085,63,2.2115762,91.07232,6.2654986,81.916664,2.2115762,821.3261,"Rain, not freezing, continuous, moderate at time of ob."
6/6/2017,3.6229162,1.6,1.6,7.289445,53,2.3887646,80.089485,0.9795365,63.708332,2.3887646,826.1556,"Drizzle, not freezing, continuous, moderate at time of ob."
6/7/2017,8.475001,0,0,4.8965297,3,4.225049,61.50758,6.426188,47.166668,4.225049,831.1678,Clouds generally forming or developing
6/8/2017,11.493749,4.6,4.6,8.913181,61,3.597136,65.39432,9.92368,48.916668,3.597136,829.85614,"Rain, not freezing, continuous, slight at time of ob."
6/9/2017,10.241668,0.6,0.6,8.404285,51,3.1451895,77.88182,8.826634,58.458332,3.1451895,832.4555,"Drizzle, not freezing, continuous, slight at time of ob."
6/10/2017,13.575,0,0,5.0911684,2,5.004969,65.9168,12.793315,13.333333,5.004969,833.6126,State of sky on the whole unchanged
6/11/2017,15.481252,2.3,2.3,8.350138,53,3.4829552,68.79533,14.861438,57.458332,3.4829552,832.66705,"Drizzle, not freezing, continuous, moderate at time of ob."
6/12/2017,13.477084,3.3999996,3.3999996,7.386582,53,3.1009412,82.77258,13.123933,71.458336,3.1009412,831.9658,"Drizzle, not freezing, continuous, moderate at time of ob."
6/13/2017,12.860417,1.3000001,1.3000001,5.904439,53,2.841538,78.68,12.220756,76.041664,2.841538,831.2869,"Drizzle, not freezing, continuous, moderate at time of ob."
6/14/2017,13.866668,0.5,0.5,6.763786,51,4.293283,72.892715,13.164697,63.083332,4.293283,831.93066,"Drizzle, not freezing, continuous, slight at time of ob."
6/15/2017,12.247916,14.500001,14.500001,11.043261,63,2.58292,76.20915,11.115109,78.916664,2.58292,832.9468,"Rain, not freezing, continuous, moderate at time of ob."
6/16/2017,9.497917,0,0,12.387348,3,3.1007335,66.90977,7.0615735,80.166664,3.1007335,834.41547,Clouds generally forming or developing
6/17/2017,10.277083,0.70000005,0.70000005,8.049845,51,3.945153,73.099,8.754672,43.5,3.945153,834.93146,"Drizzle, not freezing, continuous, slight at time of ob."
6/18/2017,13.960418,0,0,5.1919937,1,4.4437475,68.583534,13.260742,12.5,4.4437475,834.9778,Cloud generally dissolving or becoming less developed
6/19/2017,15.889585,1.5,1.5,5.0911684,53,3.8951733,71.30152,15.67526,29.875,3.8951733,834.7076,"Drizzle, not freezing, continuous, moderate at time of ob."
6/20/2017,15.127082,9.100002,9.100002,4.39436,63,3.7438447,73.53332,14.93287,70.541664,3.7438447,833.5437,"Rain, not freezing, continuous, moderate at time of ob."
6/21/2017,17.441668,1,1,6.489992,53,4.4641404,59.718643,16.972054,50.666668,4.4641404,834.29816,"Drizzle, not freezing, continuous, moderate at time of ob."
6/22/2017,17.114584,5.5,5.5,10.08,61,4.2291303,60.544285,16.311562,69.75,4.2291303,834.012,"Rain, not freezing, continuous, slight at time of ob."
6/23/2017,15.364583,3.6999998,3.6999998,5.8048253,63,3.3894923,79.37031,15.539874,75,3.3894923,833.4199,"Rain, not freezing, continuous, moderate at time of ob."
6/24/2017,11.583332,16.7,16.7,5.8603754,63,1.6806469,94.89978,11.409844,90.833336,1.6806469,829.86053,"Rain, not freezing, continuous, moderate at time of ob."
6/25/2017,14.622917,0,0,6.193674,3,4.651065,69.843765,14.21917,38.125,4.651065,829.8543,Clouds generally forming or developing
6/26/2017,14.445834,2.5000002,2.5000002,9.793059,53,3.7156916,71.6563,13.68515,88.375,3.7156916,826.22845,"Drizzle, not freezing, continuous, moderate at time of ob."
6/27/2017,13.6875,9.600001,9.600001,12.682018,63,3.156106,69.40616,12.27581,89.916664,3.156106,819.14844,"Rain, not freezing, continuous, moderate at time of ob."
6/28/2017,9.591668,9.900001,9.900001,8.311245,63,2.9082537,79.69,8.07966,86.5,2.9082537,815.86285,"Rain, not freezing, continuous, moderate at time of ob."
6/29/2017,7.25625,13.8,13.8,7.42159,61,3.0301025,80.59236,5.3221545,87.875,3.0301025,821.11163,"Rain, not freezing, continuous, slight at time of ob."
6/30/2017,7.733334,13.7,13.7,6.9899354,63,2.8792243,85.75568,6.297741,80.458336,2.8792243,824.89185,"Rain, not freezing, continuous, moderate at time of ob."
7/1/2017,7.685417,6.5999994,6.5999994,6.696387,53,1.3724303,94.123085,6.3068852,88.291664,1.3724303,829.6336,"Drizzle, not freezing, continuous, moderate at time of ob."
7/2/2017,9.33125,5.899999,5.899999,5.3999996,53,2.0886104,87.34437,8.110613,83.375,2.0886104,833.719,"Drizzle, not freezing, continuous, moderate at time of ob."
7/3/2017,11.802085,0,0,8.534353,2,3.83124,70.844185,10.508932,25.583334,3.83124,834.2461,State of sky on the whole unchanged
7/4/2017,14.3625,2.2,2.2,5.771239,61,4.291145,66.541084,13.525375,24.625,4.291145,834.1883,"Rain, not freezing, continuous, slight at time of ob."
7/5/2017,16.01875,0,0,5.4477882,3,4.5525293,59.320297,15.300296,15.458333,4.5525293,835.5413,Clouds generally forming or developing
7/6/2017,16.420832,2,2,8.707238,61,3.9595907,67.62469,16.179056,71.125,3.9595907,835.3881,"Rain, not freezing, continuous, slight at time of ob."
7/7/2017,15.0666685,5.7999997,5.7999997,6.2145634,61,4.0429387,75.551414,15.054006,58.958332,4.0429387,834.5727,"Rain, not freezing, continuous, slight at time of ob."
7/8/2017,15.604168,2.9999998,2.9999998,6.6185193,61,3.351735,71.04745,15.388543,87.5,3.351735,831.7219,"Rain, not freezing, continuous, slight at time of ob."
7/9/2017,14.004167,13.3,13.3,6.924738,63,3.255719,78.51395,13.59427,64.541664,3.255719,827.7273,"Rain, not freezing, continuous, moderate at time of ob."
7/10/2017,11.531249,11.3,11.3,5.6233797,63,2.8427353,87.72143,11.065514,89.75,2.8427353,829.15936,"Rain, not freezing, continuous, moderate at time of ob."
7/11/2017,12.1375,4.4999995,4.4999995,5.771239,61,3.1276963,86.24447,11.756602,62.666668,3.1276963,829.2461,"Rain, not freezing, continuous, slight at time of ob."
7/12/2017,10.30625,5.499999,5.499999,5.815978,61,2.245211,84.444885,9.197043,81.041664,2.245211,831.7026,"Rain, not freezing, continuous, slight at time of ob."
7/13/2017,9.135417,12,12,5.904439,63,2.2033029,89.02433,8.051699,78.791664,2.2033029,829.2114,"Rain, not freezing, continuous, moderate at time of ob."
7/14/2017,6.4,7.2999997,7.2999997,5.506941,55,1.3245809,91.25745,4.5937104,81,1.3245809,830.8823,"Drizzle, not freezing, continuous, heavy at time of ob."
7/15/2017,8.506249,0,0,6.9247384,3,3.8595574,69.58805,6.531014,25.5,3.8595574,834.509,Clouds generally forming or developing
7/16/2017,12.235416,0.5,0.5,6.193674,51,3.8913152,67.77007,11.177196,29.875,3.8913152,834.929,"Drizzle, not freezing, continuous, slight at time of ob."
7/17/2017,14.568751,0,0,5.6920996,3,3.8176787,71.487114,14.108045,40.916668,3.8176787,833.8997,Clouds generally forming or developing
7/18/2017,16.054167,0.6,0.6,7.24486,51,4.573963,59.335384,15.178655,57.833332,4.573963,832.5048,"Drizzle, not freezing, continuous, slight at time of ob."
7/19/2017,14.037499,17.800001,17.800001,6.849467,63,2.6053154,76.15473,13.691602,80.25,2.6053154,830.0669,"Rain, not freezing, continuous, moderate at time of ob."
7/20/2017,13.502083,1.5,1.5,9.47012,61,3.8963654,74.68612,12.771797,58.875,3.8963654,829.41034,"Rain, not freezing, continuous, slight at time of ob."
7/21/2017,13.835418,6.2000003,6.2000003,4.1046314,63,3.289338,76.77108,13.512603,82.541664,3.289338,830.3206,"Rain, not freezing, continuous, moderate at time of ob."
7/22/2017,12.427083,7.399999,7.399999,5.154415,63,2.581716,87.033485,12.110133,91.208336,2.581716,830.8912,"Rain, not freezing, continuous, moderate at time of ob."
7/23/2017,8.993751,13.5,13.5,5.506941,61,0.97537136,97.23899,8.182899,93.958336,0.97537136,824.0798,"Rain, not freezing, continuous, slight at time of ob."
7/24/2017,6.6583323,8.8,8.8,9.72,63,2.6079495,84.09295,4.525208,76.125,2.6079495,821.5345,"Rain, not freezing, continuous, moderate at time of ob."
7/25/2017,5.1416664,27.699999,27.699999,8.759178,61,0.6927982,97.93827,3.1167393,99.375,0.6927982,821.22974,"Rain, not freezing, continuous, slight at time of ob."
7/26/2017,7.602083,2.2,2.2,3.6,53,1.2957098,90.730835,6.3142467,92.708336,1.2957098,825.1342,"Drizzle, not freezing, continuous, moderate at time of ob."
7/27/2017,9.864583,2.5999997,2.5999997,6.0347,53,1.6425283,89.3697,9.011983,81.416664,1.6425283,828.14496,"Drizzle, not freezing, continuous, moderate at time of ob."
7/28/2017,13.825001,0,0,5.937272,3,4.0447474,75.70102,13.539149,63.666668,4.0447474,832.0954,Clouds generally forming or developing
7/29/2017,15.529164,2.5000002,2.5000002,6.28713,53,3.8330915,74.44021,15.584487,71,3.8330915,831.96075,"Drizzle, not freezing, continuous, moderate at time of ob."
7/30/2017,16.779165,0,0,6.8399997,3,4.4123406,67.316216,16.596666,51.875,4.4123406,834.0601,Clouds generally forming or developing
7/31/2017,18.55,0,0,9.9571085,3,4.710748,63.820377,18.302279,29.041666,4.710748,835.37164,Clouds generally forming or developing
8/1/2017,16.477083,4,4,7.42159,61,3.5232158,77.71801,16.927675,46.5,3.5232158,836.32025,"Rain, not freezing, continuous, slight at time of ob."
8/2/2017,18.127085,0,0,8.373386,3,3.958499,70.30169,18.542006,43.375,3.958499,834.91473,Clouds generally forming or developing
8/3/2017,17.20625,9,9,6.1305785,63,3.3577871,83.36001,18.273611,58.166668,3.3577871,833.0413,"Rain, not freezing, continuous, moderate at time of ob."
8/4/2017,15.356251,11.9,11.9,5.315336,63,2.8536072,90.437874,16.182085,83.708336,2.8536072,832.92303,"Rain, not freezing, continuous, moderate at time of ob."
8/5/2017,10.533334,22.400002,22.400002,5.1165614,63,0.7095131,98.18115,10.147187,100,0.7095131,833.04663,"Rain, not freezing, continuous, moderate at time of ob."
8/6/2017,11.8625,0.2,0.2,6.439876,51,4.1036997,78.00376,11.164803,57.875,4.1036997,831.788,"Drizzle, not freezing, continuous, slight at time of ob."
8/7/2017,14.572917,0.70000005,0.70000005,11.620809,51,3.7006445,72.86379,13.764069,46.458332,3.7006445,829.304,"Drizzle, not freezing, continuous, slight at time of ob."
8/8/2017,12.410417,5.4,5.4,7.771331,61,2.1330016,86.50942,11.664448,77.083336,2.1330016,829.2913,"Rain, not freezing, continuous, slight at time of ob."
8/9/2017,10.816666,7.8,7.8,7.0911775,63,1.5292394,88.98025,9.926119,75.583336,1.5292394,829.3321,"Rain, not freezing, continuous, moderate at time of ob."
8/10/2017,6.3020835,9.100001,9.100001,4.6938252,61,0.7725489,95.98426,4.829841,99.958336,0.7725489,826.48737,"Rain, not freezing, continuous, slight at time of ob."
8/11/2017,6.804167,11.099999,11.099999,5.771239,61,1.2341594,95.21853,5.327044,89,1.2341594,829.83466,"Rain, not freezing, continuous, slight at time of ob."
8/12/2017,10.170833,0.2,0.2,7.6367526,51,2.5013132,79.17647,8.830595,75.458336,2.5013132,832.82886,"Drizzle, not freezing, continuous, slight at time of ob."
8/13/2017,12.893752,0.1,0.1,6.763786,51,3.390809,73.69258,11.913938,41.583332,3.390809,833.8038,"Drizzle, not freezing, continuous, slight at time of ob."
8/14/2017,14.566669,0.8,0.8,5.4833565,53,3.947296,66.63905,13.84097,35.625,3.947296,835.12225,"Drizzle, not freezing, continuous, moderate at time of ob."
8/15/2017,12.097917,8.8,8.8,5.3999996,61,2.0550988,89.21139,11.771179,85.083336,2.0550988,834.9145,"Rain, not freezing, continuous, slight at time of ob."
8/16/2017,14.304168,0.1,0.1,4.6102495,51,3.503433,74.43009,13.87387,48.625,3.503433,834.5869,"Drizzle, not freezing, continuous, slight at time of ob."
8/17/2017,15.929166,2,2,8.654987,61,3.6687644,72.241325,15.450589,61.708332,3.6687644,833.003,"Rain, not freezing, continuous, slight at time of ob."
8/18/2017,9.675,34.09999,34.09999,4.198285,63,1.0261297,96.346,9.004233,93.5,1.0261297,831.10815,"Rain, not freezing, continuous, moderate at time of ob."
8/19/2017,6.860417,6.9,6.9,4.6938252,55,1.5536093,91.59662,5.3435416,69.916664,1.5536093,832.58905,"Drizzle, not freezing, continuous, heavy at time of ob."
8/20/2017,7.38125,0.1,0.1,6.989936,51,2.5101268,74.44125,5.0916815,47.625,2.5101268,832.9338,"Drizzle, not freezing, continuous, slight at time of ob."
8/21/2017,9.104167,1.2,1.2,7.072878,51,2.4265614,78.10288,7.545379,58.958332,2.4265614,831.955,"Drizzle, not freezing, continuous, slight at time of ob."
8/22/2017,11.416667,4.7000003,4.7000003,6.28713,61,2.8669605,81.71592,10.532695,34.583332,2.8669605,831.73016,"Rain, not freezing, continuous, slight at time of ob."
8/23/2017,14.241666,1.9,1.9,8.225035,53,3.493434,70.019684,13.445294,46.375,3.493434,833.56805,"Drizzle, not freezing, continuous, moderate at time of ob."
8/24/2017,14.579166,0.8000001,0.8000001,4.8433046,53,3.6093726,73.33224,14.261425,33.708332,3.6093726,834.7202,"Drizzle, not freezing, continuous, moderate at time of ob."
8/25/2017,15.749999,0.2,0.2,6.12,51,3.36725,67.75404,15.325074,32.916668,3.36725,834.68555,"Drizzle, not freezing, continuous, slight at time of ob."
8/26/2017,14.008334,4.3,4.3,5.3999996,61,2.7392426,75.11868,13.552681,48.958332,2.7392426,833.7505,"Rain, not freezing, continuous, slight at time of ob."
8/27/2017,11.787499,6.2,6.2,6.297428,61,2.6316895,84.11979,11.184097,62.875,2.6316895,832.8425,"Rain, not freezing, continuous, slight at time of ob."
8/28/2017,13.825001,0,0,5.1165614,3,3.7502782,72.416504,13.2922125,15.041667,3.7502782,831.9949,Clouds generally forming or developing
8/29/2017,16.69375,0,0,6.924738,3,3.8160152,64.941795,16.321886,40.75,3.8160152,831.5921,Clouds generally forming or developing
8/30/2017,14.0625,13.200001,13.200001,9.904906,61,2.1953433,82.59737,13.706211,78.041664,2.1953433,830.5517,"Rain, not freezing, continuous, slight at time of ob."
8/31/2017,7.2812495,28.7,28.7,5.6002855,63,0.7210521,96.710976,5.967497,99.583336,0.7210521,828.06006,"Rain, not freezing, continuous, moderate at time of ob."
9/1/2017,4.202083,21.6,21.6,5.771239,63,0.5358386,99.64983,2.2431808,99.958336,0.5358386,825.2478,"Rain, not freezing, continuous, moderate at time of ob."
9/2/2017,3.1229165,19.700003,19.2,6.638072,73,1.113943,97.65765,0.98848563,96.166664,1.113943,825.67206,"Continuous fall of snowflakes, moderate at time of ob."
9/3/2017,4.683334,0,0,8.049845,3,2.3689103,77.95148,2.227739,65.5,2.3689103,826.67535,Clouds generally forming or developing
9/4/2017,7.554167,3.1999996,3.1999996,6.763786,53,1.3090193,89.64974,6.125692,88.083336,1.3090193,831.585,"Drizzle, not freezing, continuous, moderate at time of ob."
9/5/2017,9.572916,2.6999996,2.6999996,7.342588,53,1.1629597,88.54077,8.505723,86.791664,1.1629597,830.48315,"Drizzle, not freezing, continuous, moderate at time of ob."
9/6/2017,6.941666,2.5,2.5,4.6102495,51,1.1836812,84.0869,5.0901933,88.791664,1.1836812,828.0711,"Drizzle, not freezing, continuous, slight at time of ob."
9/7/2017,9.09375,0,0,7.6367526,3,2.9860628,77.566925,7.6247363,53.416668,2.9860628,824.70825,Clouds generally forming or developing
9/8/2017,9.022918,3.9,3.9,13.493999,61,2.1066306,78.788536,6.9528236,66.875,2.1066306,818.2524,"Rain, not freezing, continuous, slight at time of ob."
9/9/2017,4.2479167,21.100002,21.100002,4.452954,61,0.66045713,95.05862,2.3644073,99.416664,0.66045713,818.0329,"Rain, not freezing, continuous, slight at time of ob."
9/10/2017,6.3041663,3.8999999,3.8999999,5.2416787,53,1.2624677,90.45997,4.594122,91.375,1.2624677,817.6999,"Drizzle, not freezing, continuous, moderate at time of ob."
9/11/2017,4.06875,11.900002,11.900002,6.924738,63,0.9190435,90.89633,1.9020635,85.416664,0.9190435,821.44354,"Rain, not freezing, continuous, moderate at time of ob."
9/12/2017,6.3999996,0,0,9.19939,3,2.0892797,73.98794,3.919201,43.708332,2.0892797,825.4388,Clouds generally forming or developing
9/13/2017,5.5958343,12,9.1,10.805998,75,1.3375801,85.585785,3.354846,68.25,1.3375801,823.06256,"Continuous fall of snowflakes, heavy at time of ob."
9/14/2017,1.2375001,2.3000002,2.3000002,8.4042845,53,1.8764088,85.495674,-1.4425539,64.958336,1.8764088,822.7661,"Drizzle, not freezing, continuous, moderate at time of ob."
9/15/2017,1.5937496,9.500002,9.200002,4.072935,73,0.69868344,96.45524,-0.730017,99.5,0.69868344,821.04425,"Continuous fall of snowflakes, moderate at time of ob."
9/16/2017,0.8625,7.8999996,7.1,4.379589,73,0.81416893,98.50067,-1.5023767,98.666664,0.81416893,821.7522,"Continuous fall of snowflakes, moderate at time of ob."
9/17/2017,1.9083334,4.3,3.8999999,5.2416787,73,1.6999912,87.13999,-0.5907189,86.833336,1.6999912,824.2954,"Continuous fall of snowflakes, moderate at time of ob."
9/18/2017,0.7208333,12.1,6.699999,6.130579,73,0.46319568,99.166046,-1.8970984,99.958336,0.46319568,824.7359,"Continuous fall of snowflakes, moderate at time of ob."
9/19/2017,0.9895833,5,4.6000004,4.802999,71,0.7600412,96.77895,-1.5452923,96.083336,0.7600412,827.98126,"Continuous fall of snowflakes, slight at time of ob."
9/20/2017,2.4791665,0,0,6.151683,3,1.9613053,76.64703,-0.2705895,36.375,1.9613053,828.4274,Clouds generally forming or developing
9/21/2017,6.129167,0,0,5.4477882,3,2.0615065,73.635155,3.785785,36.416668,2.0615065,829.7868,Clouds generally forming or developing
9/22/2017,6.652084,4.5,4.5,5.3517847,61,2.0297399,81.69011,4.7151732,58.041668,2.0297399,830.9143,"Rain, not freezing, continuous, slight at time of ob."
9/23/2017,5.24375,10.1,10.1,3.6179552,63,1.1723506,96.39368,3.6589992,93.708336,1.1723506,829.554,"Rain, not freezing, continuous, moderate at time of ob."
9/24/2017,5.4250007,1.1,1.1,4.6800003,51,1.6845503,83.20972,3.3993766,69.125,1.6845503,828.79376,"Drizzle, not freezing, continuous, slight at time of ob."
9/25/2017,6.2937503,0.3,0.3,4.8965297,51,1.9632483,77.43668,4.1886516,45.958332,1.9632483,830.11554,"Drizzle, not freezing, continuous, slight at time of ob."
9/26/2017,7.1104164,0,0,5.1165614,2,2.067875,75.56919,5.075937,22,2.067875,832.48,State of sky on the whole unchanged
9/27/2017,7.891667,0,0,3.5455887,3,1.6533544,77.984,6.1680527,60.375,1.6533544,835.2119,Clouds generally forming or developing
9/28/2017,7.658333,1.7000002,1.7000002,4.6938252,53,1.2161567,87.83343,6.307382,86.333336,1.2161567,833.81757,"Drizzle, not freezing, continuous, moderate at time of ob."
9/29/2017,8.585416,3.8,3.8,4.379589,61,1.6987138,87.32065,7.3656106,80.791664,1.6987138,829.8213,"Rain, not freezing, continuous, slight at time of ob."
9/30/2017,5.7520843,7.7,7.7,4.452954,55,0.56900424,97.14322,4.160379,99.916664,0.56900424,829.7238,"Drizzle, not freezing, continuous, heavy at time of ob."
10/1/2017,7.6125007,0,0,5.1165614,3,1.9452912,74.18719,5.4682736,94.5,1.9452912,830.763,Clouds generally forming or developing
10/2/2017,5.810417,17.600002,17.600002,9.449572,63,0.5648572,92.61972,3.8813207,93.041664,0.5648572,828.7864,"Rain, not freezing, continuous, moderate at time of ob."
10/3/2017,6.38125,0.2,0.2,6.162207,51,1.8008265,75.28151,4.059857,80.958336,1.8008265,832.6224,"Drizzle, not freezing, continuous, slight at time of ob."
10/4/2017,8.497917,1.5999999,1.5999999,10.239453,53,2.4707098,54.496487,5.5544147,41.75,2.4707098,827.3374,"Drizzle, not freezing, continuous, moderate at time of ob."
10/5/2017,0.8041666,14.700001,8.099999,11.525623,73,1.0555627,85.025375,-2.394464,84.5,1.0555627,825.4272,"Continuous fall of snowflakes, moderate at time of ob."
10/6/2017,1.2125,1.3000001,0,7.8625183,73,1.2264367,76.22516,-1.9395388,76.708336,1.2264367,828.55743,"Continuous fall of snowflakes, moderate at time of ob."
10/7/2017,1.8895832,6.700001,4.5,4.6102495,73,0.4797559,87.91614,-0.6869936,97.25,0.4797559,825.6622,"Continuous fall of snowflakes, moderate at time of ob."
10/8/2017,2.4937499,0,0,6.439876,3,1.0959524,86.71929,-0.07391983,74.416664,1.0959524,827.4497,Clouds generally forming or developing
10/9/2017,3.8562498,0.1,0.1,7.2805495,51,1.3552508,85.994255,1.5120368,75.916664,1.3552508,828.4152,"Drizzle, not freezing, continuous, slight at time of ob."
10/10/2017,6.589583,0,0,5.3517847,3,1.8201154,72.07523,4.38579,43.416668,1.8201154,830.52203,Clouds generally forming or developing
10/11/2017,6.6000004,0,0,7.9932976,3,1.7376722,72.37592,4.2630982,23.041666,1.7376722,832.81793,Clouds generally forming or developing
10/12/2017,6.652084,0,0,5.1919937,3,1.7764874,82.611824,4.764726,52.875,1.7764874,835.93585,Clouds generally forming or developing
10/13/2017,8.633333,0,0,5.6002855,1,1.9046273,74.428375,6.8881564,4.3333335,1.9046273,837.7476,Cloud generally dissolving or becoming less developed
10/14/2017,10.210418,0,0,5.6233797,0,1.9524297,66.23688,8.447009,2,1.9524297,838.2364,Cloud development not observed or not observable
10/15/2017,10.014583,0,0,5.634891,0,1.9693416,62.22855,8.018815,0.7083333,1.9693416,838.10297,Cloud development not observed or not observable
10/16/2017,10.820834,0,0,6.638072,3,2.0491142,51.91388,8.512248,45.083332,2.0491142,835.38446,Clouds generally forming or developing
10/17/2017,8.533333,0,0,5.6233797,3,1.8206495,55.0914,5.9573693,40.5,1.8206495,828.4712,Clouds generally forming or developing
10/18/2017,7.4437504,0,0,4.1046314,1,1.7256988,62.18399,5.0510693,4.5,1.7256988,826.79913,Cloud generally dissolving or becoming less developed
10/19/2017,7.2916665,0.6,0.6,5.5887027,51,1.6679224,68.34034,4.967461,32.458332,1.6679224,827.0916,"Drizzle, not freezing, continuous, slight at time of ob."
10/20/2017,6.672917,0,0,5.8603754,3,1.2381694,79.235954,4.596725,78.125,1.2381694,827.86346,Clouds generally forming or developing
10/21/2017,0.99375004,13.2,11.900001,7.7879906,73,0.34403914,94.70287,-1.5357236,94.833336,0.34403914,825.51434,"Continuous fall of snowflakes, moderate at time of ob."
10/22/2017,-1.4541668,11.699999,0,5.495161,73,0.40677914,92.69802,-4.459558,96.875,0.40677914,826.0747,"Continuous fall of snowflakes, moderate at time of ob."
10/23/2017,0.45416665,3.6999998,0.6,5.8603754,73,0.76604545,85.68136,-2.4375203,77.75,0.76604545,831.62354,"Continuous fall of snowflakes, moderate at time of ob."
10/24/2017,4.760417,0,0,4.510787,3,1.2201118,69.30848,2.2397976,79.666664,1.2201118,833.2175,Clouds generally forming or developing
10/25/2017,6.629166,0,0,3.9763298,3,1.4012157,68.06729,4.256905,59.916668,1.4012157,834.3135,Clouds generally forming or developing
10/26/2017,2.2541666,15.000002,10.4000025,8.435069,75,0.29330513,84.1658,-0.55183005,81.625,0.29330513,830.16016,"Continuous fall of snowflakes, heavy at time of ob."
10/27/2017,-0.55,0.6,0,8.049845,73,0.8833759,82.486244,-3.847925,87.291664,0.8833759,828.6228,"Continuous fall of snowflakes, moderate at time of ob."
10/28/2017,-0.052083302,14.9,7.9999995,10.495713,75,0.2713339,84.71926,-3.451416,91.625,0.2713339,819.74713,"Continuous fall of snowflakes, heavy at time of ob."
10/29/2017,-3.3625002,0.70000005,0,7.7879906,71,0.6906011,84.68034,-6.905743,70.125,0.6906011,826.6125,"Continuous fall of snowflakes, slight at time of ob."
10/30/2017,-2.0874999,0,0,4.802999,3,0.9864794,78.58455,-5.219632,15.583333,0.9864794,829.21924,Clouds generally forming or developing
10/31/2017,0.18541668,0,0,3.0547013,3,0.5311453,70.219666,-2.8425677,53.791668,0.5311453,828.98944,Clouds generally forming or developing
11/1/2017,2.2395833,0,0,4.802999,3,0.89347714,77.15351,-0.4908923,94.708336,0.89347714,824.9941,Clouds generally forming or developing
11/2/2017,1.7895833,2.8999999,2.8999999,4.0249224,53,0.5327002,93.647224,-0.49140373,68,0.5327002,824.0629,"Drizzle, not freezing, continuous, moderate at time of ob."
11/3/2017,2.8020833,0,0,6.1305785,3,0.897582,72.88502,-0.2710676,76.333336,0.897582,823.2215,Clouds generally forming or developing
11/4/2017,1.9708332,22,7.9,7.5685663,75,0.6037155,87.40481,-0.8998987,94.416664,0.6037155,819.1438,"Continuous fall of snowflakes, heavy at time of ob."
11/5/2017,-3.4333336,16.200003,0,6.618519,75,0.38068923,91.50718,-6.744322,100,0.38068923,822.355,"Continuous fall of snowflakes, heavy at time of ob."
11/6/2017,-3.4354165,0.7,0.2,6.12,71,0.67167246,90.715,-6.584432,79.333336,0.67167246,821.09906,"Continuous fall of snowflakes, slight at time of ob."
11/7/2017,-3.05,0.6,0.1,4.8965297,71,0.66076815,92.36094,-6.1451263,77.125,0.66076815,820.7299,"Continuous fall of snowflakes, slight at time of ob."
