date,river_discharge,river_discharge_mean,river_discharge_median,river_discharge_max,river_discharge_min
11/21/2016,0.42232883,,,0.42232883,0.42232883
11/22/2016,0.43879855,,,0.43879855,0.43879855
11/23/2016,0.4859357,,,0.4859357,0.4859357
11/24/2016,0.5310875,,,0.5310875,0.5310875
11/25/2016,0.54525447,,,0.54525447,0.54525447
11/26/2016,0.54525447,,,0.54525447,0.54525447
11/27/2016,0.5310875,,,0.5310875,0.5310875
11/28/2016,0.5170504,,,0.5170504,0.5170504
11/29/2016,0.4996848,,,0.4996848,0.4996848
11/30/2016,0.4859357,,,0.4859357,0.4859357
12/1/2016,0.4689263,,,0.4689263,0.4689263
12/2/2016,0.4689263,,,0.4689263,0.4689263
12/3/2016,0.4521116,,,0.4521116,0.4521116
12/4/2016,0.43879855,,,0.43879855,0.43879855
12/5/2016,0.43879855,,,0.43879855,0.43879855
12/6/2016,0.42232883,,,0.42232883,0.42232883
12/7/2016,0.40604758,,,0.40604758,0.40604758
12/8/2016,0.40604758,,,0.40604758,0.40604758
12/9/2016,0.38995266,,,0.38995266,0.38995266
12/10/2016,0.38995266,,,0.38995266,0.38995266
12/11/2016,0.37404191,,,0.37404191,0.37404191
12/12/2016,0.37404191,,,0.37404191,0.37404191
12/13/2016,0.35831344,,,0.35831344,0.35831344
12/14/2016,0.35831344,,,0.35831344,0.35831344
12/15/2016,0.35831344,,,0.35831344,0.35831344
12/16/2016,0.34276497,,,0.34276497,0.34276497
12/17/2016,0.34276497,,,0.34276497,0.34276497
12/18/2016,0.34276497,,,0.34276497,0.34276497
12/19/2016,0.3273945,,,0.3273945,0.3273945
12/20/2016,0.3273945,,,0.3273945,0.3273945
12/21/2016,0.3273945,,,0.3273945,0.3273945
12/22/2016,0.31219995,,,0.31219995,0.31219995
12/23/2016,0.31219995,,,0.31219995,0.31219995
12/24/2016,0.31219995,,,0.31219995,0.31219995
12/25/2016,0.31219995,,,0.31219995,0.31219995
12/26/2016,0.29717922,,,0.29717922,0.29717922
12/27/2016,0.29717922,,,0.29717922,0.29717922
12/28/2016,0.29717922,,,0.29717922,0.29717922
12/29/2016,0.29717922,,,0.29717922,0.29717922
12/30/2016,0.28233063,,,0.28233063,0.28233063
12/31/2016,0.28233063,,,0.28233063,0.28233063
1/1/2017,0.28233063,,,0.28233063,0.28233063
1/2/2017,0.28233063,,,0.28233063,0.28233063
1/3/2017,0.28233063,,,0.28233063,0.28233063
1/4/2017,0.28233063,,,0.28233063,0.28233063
1/5/2017,0.2647363,,,0.2647363,0.2647363
1/6/2017,0.2647363,,,0.2647363,0.2647363
1/7/2017,0.2647363,,,0.2647363,0.2647363
1/8/2017,0.2647363,,,0.2647363,0.2647363
1/9/2017,0.2647363,,,0.2647363,0.2647363
1/10/2017,0.2647363,,,0.2647363,0.2647363
1/11/2017,0.25025904,,,0.25025904,0.25025904
1/12/2017,0.25025904,,,0.25025904,0.25025904
1/13/2017,0.25025904,,,0.25025904,0.25025904
1/14/2017,0.25025904,,,0.25025904,0.25025904
1/15/2017,0.25025904,,,0.25025904,0.25025904
1/16/2017,0.25025904,,,0.25025904,0.25025904
1/17/2017,0.25025904,,,0.25025904,0.25025904
1/18/2017,0.25025904,,,0.25025904,0.25025904
1/19/2017,0.25025904,,,0.25025904,0.25025904
1/20/2017,0.25025904,,,0.25025904,0.25025904
1/21/2017,0.25025904,,,0.25025904,0.25025904
1/22/2017,0.25025904,,,0.25025904,0.25025904
1/23/2017,0.25025904,,,0.25025904,0.25025904
1/24/2017,0.25025904,,,0.25025904,0.25025904
1/25/2017,0.21898961,,,0.21898961,0.21898961
1/26/2017,0.21898961,,,0.21898961,0.21898961
1/27/2017,0.21898961,,,0.21898961,0.21898961
1/28/2017,0.21898961,,,0.21898961,0.21898961
1/29/2017,0.21898961,,,0.21898961,0.21898961
1/30/2017,0.21898961,,,0.21898961,0.21898961
1/31/2017,0.21898961,,,0.21898961,0.21898961
2/1/2017,0.21898961,,,0.21898961,0.21898961
2/2/2017,0.21898961,,,0.21898961,0.21898961
2/3/2017,0.21898961,,,0.21898961,0.21898961
2/4/2017,0.21898961,,,0.21898961,0.21898961
2/5/2017,0.21898961,,,0.21898961,0.21898961
2/6/2017,0.21898961,,,0.21898961,0.21898961
2/7/2017,0.21898961,,,0.21898961,0.21898961
2/8/2017,0.21898961,,,0.21898961,0.21898961
2/9/2017,0.21898961,,,0.21898961,0.21898961
2/10/2017,0.21898961,,,0.21898961,0.21898961
2/11/2017,0.21898961,,,0.21898961,0.21898961
2/12/2017,0.21898961,,,0.21898961,0.21898961
2/13/2017,0.21898961,,,0.21898961,0.21898961
2/14/2017,0.21898961,,,0.21898961,0.21898961
2/15/2017,0.21898961,,,0.21898961,0.21898961
2/16/2017,0.21898961,,,0.21898961,0.21898961
2/17/2017,0.21898961,,,0.21898961,0.21898961
2/18/2017,0.18850219,,,0.18850219,0.18850219
2/19/2017,0.18850219,,,0.18850219,0.18850219
2/20/2017,0.18850219,,,0.18850219,0.18850219
2/21/2017,0.18850219,,,0.18850219,0.18850219
2/22/2017,0.18850219,,,0.18850219,0.18850219
2/23/2017,0.18850219,,,0.18850219,0.18850219
2/24/2017,0.18850219,,,0.18850219,0.18850219
2/25/2017,0.18850219,,,0.18850219,0.18850219
2/26/2017,0.18850219,,,0.18850219,0.18850219
2/27/2017,0.18850219,,,0.18850219,0.18850219
2/28/2017,0.18850219,,,0.18850219,0.18850219
3/1/2017,0.18850219,,,0.18850219,0.18850219
3/2/2017,0.18850219,,,0.18850219,0.18850219
3/3/2017,0.18850219,,,0.18850219,0.18850219
3/4/2017,0.18850219,,,0.18850219,0.18850219
3/5/2017,0.18850219,,,0.18850219,0.18850219
3/6/2017,0.18850219,,,0.18850219,0.18850219
3/7/2017,0.18850219,,,0.18850219,0.18850219
3/8/2017,0.18850219,,,0.18850219,0.18850219
3/9/2017,0.18850219,,,0.18850219,0.18850219
3/10/2017,0.18850219,,,0.18850219,0.18850219
3/11/2017,0.18850219,,,0.18850219,0.18850219
3/12/2017,0.18850219,,,0.18850219,0.18850219
3/13/2017,0.18850219,,,0.18850219,0.18850219
3/14/2017,0.18850219,,,0.18850219,0.18850219
3/15/2017,0.18850219,,,0.18850219,0.18850219
3/16/2017,0.18850219,,,0.18850219,0.18850219
3/17/2017,0.18850219,,,0.18850219,0.18850219
3/18/2017,0.21898961,,,0.21898961,0.21898961
3/19/2017,0.21898961,,,0.21898961,0.21898961
3/20/2017,0.25025904,,,0.25025904,0.25025904
3/21/2017,0.28233063,,,0.28233063,0.28233063
3/22/2017,0.31219995,,,0.31219995,0.31219995
3/23/2017,0.31219995,,,0.31219995,0.31219995
3/24/2017,0.34276497,,,0.34276497,0.34276497
3/25/2017,0.37404191,,,0.37404191,0.37404191
3/26/2017,0.40604758,,,0.40604758,0.40604758
3/27/2017,0.40604758,,,0.40604758,0.40604758
3/28/2017,0.40604758,,,0.40604758,0.40604758
3/29/2017,0.43879855,,,0.43879855,0.43879855
3/30/2017,0.4996848,,,0.4996848,0.4996848
3/31/2017,0.56314766,,,0.56314766,0.56314766
4/1/2017,0.686553,,,0.686553,0.686553
4/2/2017,0.7498467,,,0.7498467,0.7498467
4/3/2017,0.7498467,,,0.7498467,0.7498467
4/4/2017,0.7498467,,,0.7498467,0.7498467
4/5/2017,0.7498467,,,0.7498467,0.7498467
4/6/2017,0.7179084,,,0.7179084,0.7179084
4/7/2017,0.686553,,,0.686553,0.686553
4/8/2017,0.65576994,,,0.65576994,0.65576994
4/9/2017,0.686553,,,0.686553,0.686553
4/10/2017,0.7179084,,,0.7179084,0.7179084
4/11/2017,0.7823787,,,0.7823787,0.7823787
4/12/2017,0.7498467,,,0.7498467,0.7498467
4/13/2017,0.7498467,,,0.7498467,0.7498467
4/14/2017,0.7498467,,,0.7498467,0.7498467
4/15/2017,0.7179084,,,0.7179084,0.7179084
4/16/2017,0.7179084,,,0.7179084,0.7179084
4/17/2017,0.686553,,,0.686553,0.686553
4/18/2017,0.65576994,,,0.65576994,0.65576994
4/19/2017,0.6255487,,,0.6255487,0.6255487
4/20/2017,0.6255487,,,0.6255487,0.6255487
4/21/2017,0.59220874,,,0.59220874,0.59220874
4/22/2017,0.56314766,,,0.56314766,0.56314766
4/23/2017,0.5310875,,,0.5310875,0.5310875
4/24/2017,0.4996848,,,0.4996848,0.4996848
4/25/2017,0.4996848,,,0.4996848,0.4996848
4/26/2017,0.59220874,,,0.59220874,0.59220874
4/27/2017,0.56314766,,,0.56314766,0.56314766
4/28/2017,0.5310875,,,0.5310875,0.5310875
4/29/2017,0.5310875,,,0.5310875,0.5310875
4/30/2017,0.4996848,,,0.4996848,0.4996848
5/1/2017,0.4689263,,,0.4689263,0.4689263
5/2/2017,0.4689263,,,0.4689263,0.4689263
5/3/2017,0.4689263,,,0.4689263,0.4689263
5/4/2017,0.4689263,,,0.4689263,0.4689263
5/5/2017,0.4996848,,,0.4996848,0.4996848
5/6/2017,0.4996848,,,0.4996848,0.4996848
5/7/2017,0.65576994,,,0.65576994,0.65576994
5/8/2017,0.7179084,,,0.7179084,0.7179084
5/9/2017,0.7498467,,,0.7498467,0.7498467
5/10/2017,0.7179084,,,0.7179084,0.7179084
5/11/2017,0.7498467,,,0.7498467,0.7498467
5/12/2017,0.8113401,,,0.8113401,0.8113401
5/13/2017,0.936422,,,0.936422,0.936422
5/14/2017,1.032357,,,1.032357,1.032357
5/15/2017,1.1232445,,,1.1232445,1.1232445
5/16/2017,1.2490547,,,1.2490547,1.2490547
5/17/2017,1.3442287,,,1.3442287,1.3442287
5/18/2017,1.5644841,,,1.5644841,1.5644841
5/19/2017,1.8119009,,,1.8119009,1.8119009
5/20/2017,1.8773983,,,1.8773983,1.8773983
5/21/2017,1.8119009,,,1.8119009,1.8119009
5/22/2017,1.7478943,,,1.7478943,1.7478943
5/23/2017,1.7478943,,,1.7478943,1.7478943
5/24/2017,1.7478943,,,1.7478943,1.7478943
5/25/2017,1.8773983,,,1.8773983,1.8773983
5/26/2017,1.8773983,,,1.8773983,1.8773983
5/27/2017,1.8773983,,,1.8773983,1.8773983
5/28/2017,1.9040227,,,1.9040227,1.9040227
5/29/2017,1.9376497,,,1.9376497,1.9376497
5/30/2017,2.0338912,,,2.0338912,2.0338912
5/31/2017,2.0902956,,,2.0902956,2.0902956
6/1/2017,2.0902956,,,2.0902956,2.0902956
6/2/2017,2.0619636,,,2.0619636,2.0619636
6/3/2017,1.9716659,,,1.9716659,1.9716659
6/4/2017,1.8773983,,,1.8773983,1.8773983
6/5/2017,1.8773983,,,1.8773983,1.8773983
6/6/2017,1.9376497,,,1.9376497,1.9376497
6/7/2017,2.0338912,,,2.0338912,2.0338912
6/8/2017,1.9376497,,,1.9376497,1.9376497
6/9/2017,1.844461,,,1.844461,1.844461
6/10/2017,1.7797134,,,1.7797134,1.7797134
6/11/2017,1.7164392,,,1.7164392,1.7164392
6/12/2017,1.6242185,,,1.6242185,1.6242185
6/13/2017,1.5644841,,,1.5644841,1.5644841
6/14/2017,1.5003455,,,1.5003455,1.5003455
6/15/2017,1.4378109,,,1.4378109,1.4378109
6/16/2017,1.3442287,,,1.3442287,1.3442287
6/17/2017,1.3442287,,,1.3442287,1.3442287
6/18/2017,1.2803421,,,1.2803421,1.2803421
6/19/2017,1.2181964,,,1.2181964,1.2181964
6/20/2017,1.1577444,,,1.1577444,1.1577444
6/21/2017,1.1232445,,,1.1232445,1.1232445
6/22/2017,1.0796967,,,1.0796967,1.0796967
6/23/2017,1.032357,,,1.032357,1.032357
6/24/2017,0.99986184,,,0.99986184,0.99986184
6/25/2017,0.9678863,,,0.9678863,0.9678863
6/26/2017,0.99986184,,,0.99986184,0.99986184
6/27/2017,0.9678863,,,0.9678863,0.9678863
6/28/2017,0.9678863,,,0.9678863,0.9678863
6/29/2017,0.9543395,,,0.9543395,0.9543395
6/30/2017,1.0464447,,,1.0464447,1.0464447
7/1/2017,1.1086283,,,1.1086283,1.1086283
7/2/2017,1.1232445,,,1.1232445,1.1232445
7/3/2017,1.1086283,,,1.1086283,1.1086283
7/4/2017,1.0941124,,,1.0941124,1.0941124
7/5/2017,1.0464447,,,1.0464447,1.0464447
7/6/2017,0.99986184,,,0.99986184,0.99986184
7/7/2017,0.9543395,,,0.9543395,0.9543395
7/8/2017,0.936422,,,0.936422,0.936422
7/9/2017,0.9054607,,,0.9054607,0.9054607
7/10/2017,0.92309177,,,0.92309177,0.92309177
7/11/2017,1.032357,,,1.032357,1.032357
7/12/2017,1.0606298,,,1.0606298,1.0606298
7/13/2017,1.0796967,,,1.0796967,1.0796967
7/14/2017,1.0464447,,,1.0464447,1.0464447
7/15/2017,1.1086283,,,1.1086283,1.1086283
7/16/2017,1.1428907,,,1.1428907,1.1428907
7/17/2017,1.0796967,,,1.0796967,1.0796967
7/18/2017,1.032357,,,1.032357,1.032357
7/19/2017,1.0464447,,,1.0464447,1.0464447
7/20/2017,0.99986184,,,0.99986184,0.99986184
7/21/2017,1.0464447,,,1.0464447,1.0464447
7/22/2017,1.032357,,,1.032357,1.032357
7/23/2017,1.032357,,,1.032357,1.032357
7/24/2017,1.0796967,,,1.0796967,1.0796967
7/25/2017,1.1877615,,,1.1877615,1.1877615
7/26/2017,1.1877615,,,1.1877615,1.1877615
7/27/2017,1.3280914,,,1.3280914,1.3280914
7/28/2017,1.2961485,,,1.2961485,1.2961485
7/29/2017,1.2490547,,,1.2490547,1.2490547
7/30/2017,1.2029264,,,1.2029264,1.2029264
7/31/2017,1.1577444,,,1.1577444,1.1577444
8/1/2017,1.1086283,,,1.1086283,1.1086283
8/2/2017,1.0606298,,,1.0606298,1.0606298
8/3/2017,1.0464447,,,1.0464447,1.0464447
8/4/2017,1.032357,,,1.032357,1.032357
8/5/2017,1.0796967,,,1.0796967,1.0796967
8/6/2017,1.1086283,,,1.1086283,1.1086283
8/7/2017,1.1877615,,,1.1877615,1.1877615
8/8/2017,1.1232445,,,1.1232445,1.1232445
8/9/2017,1.1086283,,,1.1086283,1.1086283
8/10/2017,1.1086283,,,1.1086283,1.1086283
8/11/2017,1.2335722,,,1.2335722,1.2335722
8/12/2017,1.2646441,,,1.2646441,1.2646441
8/13/2017,1.2335722,,,1.2335722,1.2335722
8/14/2017,1.1727014,,,1.1727014,1.1727014
8/15/2017,1.1428907,,,1.1428907,1.1428907
8/16/2017,1.0941124,,,1.0941124,1.0941124
8/17/2017,1.1577444,,,1.1577444,1.1577444
8/18/2017,1.1086283,,,1.1086283,1.1086283
8/19/2017,1.133045,,,1.133045,1.133045
8/20/2017,1.2803421,,,1.2803421,1.2803421
8/21/2017,1.243882,,,1.243882,1.243882
8/22/2017,1.1877615,,,1.1877615,1.1877615
8/23/2017,1.133045,,,1.133045,1.133045
8/24/2017,1.084491,,,1.084491,1.084491
8/25/2017,1.1037786,,,1.1037786,1.1037786
8/26/2017,1.0606298,,,1.0606298,1.0606298
8/27/2017,1.032357,,,1.032357,1.032357
8/28/2017,0.9906733,,,0.9906733,0.9906733
8/29/2017,0.9769696,,,0.9769696,0.9769696
8/30/2017,0.936422,,,0.936422,0.936422
8/31/2017,0.89670587,,,0.89670587,0.89670587
9/1/2017,0.98609495,,,0.98609495,0.98609495
9/2/2017,1.1183612,,,1.1183612,1.1183612
9/3/2017,1.2335722,,,1.2335722,1.2335722
9/4/2017,1.2181964,,,1.2181964,1.2181964
9/5/2017,1.228435,,,1.228435,1.228435
9/6/2017,1.243882,,,1.243882,1.243882
9/7/2017,1.2594359,,,1.2594359,1.2594359
9/8/2017,1.2130947,,,1.2130947,1.2130947
9/9/2017,1.1577444,,,1.1577444,1.1577444
9/10/2017,1.2130947,,,1.2130947,1.2130947
9/11/2017,1.2750974,,,1.2750974,1.2750974
9/12/2017,1.2803421,,,1.2803421,1.2803421
9/13/2017,1.2803421,,,1.2803421,1.2803421
9/14/2017,1.2646441,,,1.2646441,1.2646441
9/15/2017,1.2961485,,,1.2961485,1.2961485
9/16/2017,1.2646441,,,1.2646441,1.2646441
9/17/2017,1.2803421,,,1.2803421,1.2803421
9/18/2017,1.243882,,,1.243882,1.243882
9/19/2017,1.228435,,,1.228435,1.228435
9/20/2017,1.1928048,,,1.1928048,1.1928048
9/21/2017,1.1577444,,,1.1577444,1.1577444
9/22/2017,1.1183612,,,1.1183612,1.1183612
9/23/2017,1.1037786,,,1.1037786,1.1037786
9/24/2017,1.084491,,,1.084491,1.084491
9/25/2017,1.1086283,,,1.1086283,1.1086283
9/26/2017,1.0796967,,,1.0796967,1.0796967
9/27/2017,1.0558906,,,1.0558906,1.0558906
9/28/2017,1.032357,,,1.032357,1.032357
9/29/2017,0.9906733,,,0.9906733,0.9906733
9/30/2017,0.9678863,,,0.9678863,0.9678863
10/1/2017,0.9678863,,,0.9678863,0.9678863
10/2/2017,1.032357,,,1.032357,1.032357
10/3/2017,0.9906733,,,0.9906733,0.9906733
10/4/2017,1.0796967,,,1.0796967,1.0796967
10/5/2017,1.0370419,,,1.0370419,1.0370419
10/6/2017,1.0558906,,,1.0558906,1.0558906
10/7/2017,1.0370419,,,1.0370419,1.0370419
10/8/2017,0.99986184,,,0.99986184,0.99986184
10/9/2017,0.9769696,,,0.9769696,0.9769696
10/10/2017,0.9543395,,,0.9543395,0.9543395
10/11/2017,0.94536006,,,0.94536006,0.94536006
10/12/2017,0.936422,,,0.936422,0.936422
10/13/2017,0.92309177,,,0.92309177,0.92309177
10/14/2017,0.89670587,,,0.89670587,0.89670587
10/15/2017,0.86637974,,,0.86637974,0.86637974
10/16/2017,0.8365383,,,0.8365383,0.8365383
10/17/2017,0.80301774,,,0.80301774,0.80301774
10/18/2017,0.7741895,,,0.7741895,0.7741895
10/19/2017,0.7498467,,,0.7498467,0.7498467
10/20/2017,0.7179084,,,0.7179084,0.7179084
10/21/2017,0.69433784,,,0.69433784,0.69433784
10/22/2017,0.67880404,,,0.67880404,0.67880404
10/23/2017,0.686553,,,0.686553,0.686553
10/24/2017,0.6634127,,,0.6634127,0.6634127
10/25/2017,0.65576994,,,0.65576994,0.65576994
10/26/2017,0.6710906,,,0.6710906,0.6710906
10/27/2017,0.7021586,,,0.7021586,0.7021586
10/28/2017,0.67880404,,,0.67880404,0.67880404
10/29/2017,0.65576994,,,0.65576994,0.65576994
10/30/2017,0.633052,,,0.633052,0.633052
10/31/2017,0.61808,,,0.61808,0.61808
11/1/2017,0.59220874,,,0.59220874,0.59220874
11/2/2017,0.5776112,,,0.5776112,0.5776112
11/3/2017,0.5776112,,,0.5776112,0.5776112
11/4/2017,0.5703628,,,0.5703628,0.5703628
11/5/2017,0.56314766,,,0.56314766,0.56314766
11/6/2017,0.6032454,,,0.6032454,0.6032454
11/7/2017,0.5848932,,,0.5848932,0.5848932
11/8/2017,0.5703628,,,0.5703628,0.5703628
11/9/2017,0.54525447,,,0.54525447,0.54525447
11/10/2017,0.5310875,,,0.5310875,0.5310875
11/11/2017,0.52405274,,,0.52405274,0.52405274
11/12/2017,0.50660706,,,0.50660706,0.50660706
11/13/2017,0.4927944,,,0.4927944,0.4927944
11/14/2017,0.47570658,,,0.47570658,0.47570658
11/15/2017,0.4689263,,,0.4689263,0.4689263
11/16/2017,0.4521116,,,0.4521116,0.4521116
11/17/2017,0.44543982,,,0.44543982,0.44543982
11/18/2017,0.43879855,,,0.43879855,0.43879855
11/19/2017,0.42889392,,,0.42889392,0.42889392
11/20/2017,0.41253757,,,0.41253757,0.41253757
11/21/2017,0.40604758,,,0.40604758,0.40604758
11/22/2017,0.39958727,,,0.39958727,0.39958727
11/23/2017,0.38995266,,,0.38995266,0.38995266
11/24/2017,0.38995266,,,0.38995266,0.38995266
11/25/2017,0.37404191,,,0.37404191,0.37404191
11/26/2017,0.37404191,,,0.37404191,0.37404191
11/27/2017,0.35831344,,,0.35831344,0.35831344
11/28/2017,0.35831344,,,0.35831344,0.35831344
11/29/2017,0.35831344,,,0.35831344,0.35831344
11/30/2017,0.34276497,,,0.34276497,0.34276497
12/1/2017,0.34276497,,,0.34276497,0.34276497
12/2/2017,0.34276497,,,0.34276497,0.34276497
12/3/2017,0.3273945,,,0.3273945,0.3273945
12/4/2017,0.3273945,,,0.3273945,0.3273945
12/5/2017,0.3273945,,,0.3273945,0.3273945
12/6/2017,0.31219995,,,0.31219995,0.31219995
12/7/2017,0.31219995,,,0.31219995,0.31219995
12/8/2017,0.31219995,,,0.31219995,0.31219995
12/9/2017,0.31219995,,,0.31219995,0.31219995
12/10/2017,0.29717922,,,0.29717922,0.29717922
12/11/2017,0.29717922,,,0.29717922,0.29717922
12/12/2017,0.29717922,,,0.29717922,0.29717922
12/13/2017,0.29717922,,,0.29717922,0.29717922
12/14/2017,0.29717922,,,0.29717922,0.29717922
12/15/2017,0.28233063,,,0.28233063,0.28233063
12/16/2017,0.28233063,,,0.28233063,0.28233063
12/17/2017,0.28233063,,,0.28233063,0.28233063
12/18/2017,0.28233063,,,0.28233063,0.28233063
12/19/2017,0.28233063,,,0.28233063,0.28233063
12/20/2017,0.28233063,,,0.28233063,0.28233063
12/21/2017,0.2647363,,,0.2647363,0.2647363
12/22/2017,0.2647363,,,0.2647363,0.2647363
12/23/2017,0.2647363,,,0.2647363,0.2647363
12/24/2017,0.2647363,,,0.2647363,0.2647363
12/25/2017,0.2647363,,,0.2647363,0.2647363
12/26/2017,0.2647363,,,0.2647363,0.2647363
12/27/2017,0.2647363,,,0.2647363,0.2647363
12/28/2017,0.25025904,,,0.25025904,0.25025904
12/29/2017,0.25025904,,,0.25025904,0.25025904
12/30/2017,0.25025904,,,0.25025904,0.25025904
12/31/2017,0.25025904,,,0.25025904,0.25025904
1/1/2018,0.25025904,,,0.25025904,0.25025904
1/2/2018,0.25025904,,,0.25025904,0.25025904
1/3/2018,0.25025904,,,0.25025904,0.25025904
1/4/2018,0.25025904,,,0.25025904,0.25025904
1/5/2018,0.23310483,,,0.23310483,0.23310483
1/6/2018,0.23310483,,,0.23310483,0.23310483
1/7/2018,0.23310483,,,0.23310483,0.23310483
1/8/2018,0.23310483,,,0.23310483,0.23310483
1/9/2018,0.23310483,,,0.23310483,0.23310483
1/10/2018,0.23310483,,,0.23310483,0.23310483
1/11/2018,0.23310483,,,0.23310483,0.23310483
1/12/2018,0.23310483,,,0.23310483,0.23310483
1/13/2018,0.23310483,,,0.23310483,0.23310483
1/14/2018,0.23310483,,,0.23310483,0.23310483
1/15/2018,0.21898961,,,0.21898961,0.21898961
1/16/2018,0.21898961,,,0.21898961,0.21898961
1/17/2018,0.21898961,,,0.21898961,0.21898961
1/18/2018,0.21898961,,,0.21898961,0.21898961
1/19/2018,0.21898961,,,0.21898961,0.21898961
1/20/2018,0.21898961,,,0.21898961,0.21898961
1/21/2018,0.21898961,,,0.21898961,0.21898961
1/22/2018,0.21898961,,,0.21898961,0.21898961
1/23/2018,0.21898961,,,0.21898961,0.21898961
1/24/2018,0.21898961,,,0.21898961,0.21898961
1/25/2018,0.21898961,,,0.21898961,0.21898961
1/26/2018,0.21898961,,,0.21898961,0.21898961
1/27/2018,0.21898961,,,0.21898961,0.21898961
1/28/2018,0.21898961,,,0.21898961,0.21898961
1/29/2018,0.21898961,,,0.21898961,0.21898961
1/30/2018,0.21898961,,,0.21898961,0.21898961
1/31/2018,0.21898961,,,0.21898961,0.21898961
2/1/2018,0.21898961,,,0.21898961,0.21898961
2/2/2018,0.21898961,,,0.21898961,0.21898961
2/3/2018,0.18850219,,,0.18850219,0.18850219
2/4/2018,0.18850219,,,0.18850219,0.18850219
2/5/2018,0.18850219,,,0.18850219,0.18850219
2/6/2018,0.18850219,,,0.18850219,0.18850219
2/7/2018,0.18850219,,,0.18850219,0.18850219
2/8/2018,0.18850219,,,0.18850219,0.18850219
2/9/2018,0.18850219,,,0.18850219,0.18850219
2/10/2018,0.18850219,,,0.18850219,0.18850219
2/11/2018,0.18850219,,,0.18850219,0.18850219
2/12/2018,0.18850219,,,0.18850219,0.18850219
2/13/2018,0.18850219,,,0.18850219,0.18850219
2/14/2018,0.18850219,,,0.18850219,0.18850219
2/15/2018,0.18850219,,,0.18850219,0.18850219
2/16/2018,0.18850219,,,0.18850219,0.18850219
2/17/2018,0.18850219,,,0.18850219,0.18850219
2/18/2018,0.18850219,,,0.18850219,0.18850219
2/19/2018,0.18850219,,,0.18850219,0.18850219
2/20/2018,0.18850219,,,0.18850219,0.18850219
2/21/2018,0.18850219,,,0.18850219,0.18850219
2/22/2018,0.18850219,,,0.18850219,0.18850219
2/23/2018,0.18850219,,,0.18850219,0.18850219
2/24/2018,0.18850219,,,0.18850219,0.18850219
2/25/2018,0.18850219,,,0.18850219,0.18850219
2/26/2018,0.18850219,,,0.18850219,0.18850219
2/27/2018,0.18850219,,,0.18850219,0.18850219
2/28/2018,0.18850219,,,0.18850219,0.18850219
3/1/2018,0.18850219,,,0.18850219,0.18850219
3/2/2018,0.18850219,,,0.18850219,0.18850219
3/3/2018,0.18850219,,,0.18850219,0.18850219
3/4/2018,0.18850219,,,0.18850219,0.18850219
3/5/2018,0.18850219,,,0.18850219,0.18850219
3/6/2018,0.1561122,,,0.1561122,0.1561122
3/7/2018,0.1561122,,,0.1561122,0.1561122
3/8/2018,0.1561122,,,0.1561122,0.1561122
3/9/2018,0.1561122,,,0.1561122,0.1561122
3/10/2018,0.1561122,,,0.1561122,0.1561122
3/11/2018,0.1561122,,,0.1561122,0.1561122
3/12/2018,0.1561122,,,0.1561122,0.1561122
3/13/2018,0.1561122,,,0.1561122,0.1561122
3/14/2018,0.1561122,,,0.1561122,0.1561122
3/15/2018,0.1561122,,,0.1561122,0.1561122
3/16/2018,0.1561122,,,0.1561122,0.1561122
3/17/2018,0.1561122,,,0.1561122,0.1561122
3/18/2018,0.1561122,,,0.1561122,0.1561122
3/19/2018,0.1561122,,,0.1561122,0.1561122
3/20/2018,0.1561122,,,0.1561122,0.1561122
3/21/2018,0.1561122,,,0.1561122,0.1561122
3/22/2018,0.1561122,,,0.1561122,0.1561122
3/23/2018,0.1561122,,,0.1561122,0.1561122
3/24/2018,0.1561122,,,0.1561122,0.1561122
3/25/2018,0.1561122,,,0.1561122,0.1561122
3/26/2018,0.1561122,,,0.1561122,0.1561122
3/27/2018,0.1561122,,,0.1561122,0.1561122
3/28/2018,0.1561122,,,0.1561122,0.1561122
3/29/2018,0.1561122,,,0.1561122,0.1561122
3/30/2018,0.1561122,,,0.1561122,0.1561122
3/31/2018,0.1561122,,,0.1561122,0.1561122
4/1/2018,0.1561122,,,0.1561122,0.1561122
4/2/2018,0.1561122,,,0.1561122,0.1561122
4/3/2018,0.1561122,,,0.1561122,0.1561122
4/4/2018,0.1561122,,,0.1561122,0.1561122
4/5/2018,0.18850219,,,0.18850219,0.18850219
4/6/2018,0.18850219,,,0.18850219,0.18850219
4/7/2018,0.18850219,,,0.18850219,0.18850219
4/8/2018,0.21898961,,,0.21898961,0.21898961
4/9/2018,0.25025904,,,0.25025904,0.25025904
4/10/2018,0.28233063,,,0.28233063,0.28233063
4/11/2018,0.28233063,,,0.28233063,0.28233063
4/12/2018,0.31219995,,,0.31219995,0.31219995
4/13/2018,0.31219995,,,0.31219995,0.31219995
4/14/2018,0.31219995,,,0.31219995,0.31219995
4/15/2018,0.37404191,,,0.37404191,0.37404191
4/16/2018,0.4689263,,,0.4689263,0.4689263
4/17/2018,0.56314766,,,0.56314766,0.56314766
4/18/2018,0.686553,,,0.686553,0.686553
4/19/2018,0.8113401,,,0.8113401,0.8113401
4/20/2018,1.0606298,,,1.0606298,1.0606298
4/21/2018,1.4660392,,,1.4660392,1.4660392
4/22/2018,2.0902956,,,2.0902956,2.0902956
4/23/2018,2.3419504,,,2.3419504,2.3419504
4/24/2018,2.5318315,,,2.5318315,2.5318315
